Case_ID,Sample_ID,Tumor_Type,DiseaseAcronym2,Status,Symbol,Breed_info,Sample_status,Bioproject
CMT-301,SRR7780911,MT,MT,Normal,MT CUK,Dachshund,Frozen,PRJNA489159
CMT-301,SRR7780910,MT,MT,Tumor,MT CUK,Dachshund,Frozen,PRJNA489159
CMT-306,SRR7780917,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-306,SRR7780916,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-307,SRR7780915,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-307,SRR7780914,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-308,SRR7780909,MT,MT,Normal,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-308,SRR7780908,MT,MT,Tumor,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-31,SRR7780935,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-31,SRR7780934,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-311,SRR7781024,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-311,SRR7781025,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-317,SRR7781022,MT,MT,Normal,MT CUK,Pekingese,Frozen,PRJNA489159
CMT-317,SRR7781023,MT,MT,Tumor,MT CUK,Pekingese,Frozen,PRJNA489159
CMT-318,SRR7781020,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-318,SRR7781021,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-319,SRR7781018,MT,MT,Normal,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-319,SRR7781019,MT,MT,Tumor,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-321,SRR7781026,MT,MT,Normal,MT CUK,Miniature Pinscher,Frozen,PRJNA489159
CMT-321,SRR7781027,MT,MT,Tumor,MT CUK,Miniature Pinscher,Frozen,PRJNA489159
CMT-33,SRR7780937,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-33,SRR7780936,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-332,SRR7780744,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-332,SRR7780743,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-336,SRR7780746,MT,MT,Normal,MT CUK,Miniature Schnauzer,Frozen,PRJNA489159
CMT-336,SRR7780745,MT,MT,Tumor,MT CUK,Miniature Schnauzer,Frozen,PRJNA489159
CMT-340,SRR7780740,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-340,SRR7780739,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-344,SRR7780742,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-344,SRR7780741,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-346,SRR7780752,MT,MT,Normal,MT CUK,Sapsaree,Frozen,PRJNA489159
CMT-346,SRR7780820,MT,MT,Tumor,MT CUK,Sapsaree,Frozen,PRJNA489159
CMT-348,SRR7780856,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-348,SRR7780857,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-353,SRR7781049,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-353,SRR7780860,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-354,SRR7780861,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-354,SRR7780862,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-355,SRR7780863,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-355,SRR7780949,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-360,SRR7781068,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-360,SRR7780961,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-365,SRR7780960,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-365,SRR7780959,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-369,SRR7780946,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-369,SRR7780957,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-374,SRR7780956,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-374,SRR7780955,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-377,SRR7780954,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-377,SRR7780953,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-381,SRR7780952,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-381,SRR7781054,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-392,SRR7781055,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-392,SRR7781052,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-400,SRR7781053,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-400,SRR7781058,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-402,SRR7781059,MT,MT,Normal,MT CUK,Dachshund,Frozen,PRJNA489159
CMT-402,SRR7781056,MT,MT,Tumor,MT CUK,Dachshund,Frozen,PRJNA489159
CMT-405,SRR7781057,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-405,SRR7781050,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-407,SRR7781051,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-407,SRR7780789,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-414,SRR7780788,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-414,SRR7780791,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-417,SRR7780790,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-417,SRR7780793,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-43,SRR7780931,MT,MT,Normal,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-43,SRR7780930,MT,MT,Tumor,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-435,SRR7780792,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-435,SRR7780795,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-436,SRR7780794,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-436,SRR7780787,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-439,SRR7780786,MT,MT,Normal,MT CUK,Miniature Pinscher,Frozen,PRJNA489159
CMT-439,SRR7780896,MT,MT,Tumor,MT CUK,Miniature Pinscher,Frozen,PRJNA489159
CMT-442,SRR7780950,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-442,SRR7780951,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-449,SRR7780892,MT,MT,Normal,MT CUK,Dachshund,Frozen,PRJNA489159
CMT-449,SRR7780893,MT,MT,Tumor,MT CUK,Dachshund,Frozen,PRJNA489159
CMT-452,SRR7780894,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-452,SRR7780895,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-456,SRR7780904,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-456,SRR7780809,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-458,SRR7780843,MT,MT,Normal,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-458,SRR7781004,MT,MT,Tumor,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-459,SRR7781003,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-459,SRR7781002,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-471,SRR7781009,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-471,SRR7781008,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-48,SRR7780933,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-48,SRR7780932,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-480,SRR7781006,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-480,SRR7780845,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-495,SRR7781065,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-495,SRR7781064,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-496,SRR7781067,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-496,SRR7781066,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-505,SRR7781061,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-505,SRR7781060,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-51,SRR7780929,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-51,SRR7780928,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-523,SRR7781062,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-523,SRR7781070,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-53,SRR7781036,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-53,SRR7781037,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-538,SRR7781069,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-538,SRR7780968,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-54,SRR7781034,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-54,SRR7781035,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-57,SRR7781032,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-57,SRR7781033,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-577,SRR7780969,MT,MT,Normal,MT CUK,Schnauzer,Frozen,PRJNA489159
CMT-577,SRR7780966,MT,MT,Tumor,MT CUK,Schnauzer,Frozen,PRJNA489159
CMT-581,SRR7780967,MT,MT,Normal,MT CUK,Chihuahua,Frozen,PRJNA489159
CMT-581,SRR7780964,MT,MT,Tumor,MT CUK,Chihuahua,Frozen,PRJNA489159
CMT-586,SRR7780965,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-586,SRR7780962,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-59,SRR7781030,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-59,SRR7781031,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-60,SRR7781028,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-60,SRR7781029,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-603,SRR7780970,MT,MT,Normal,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-603,SRR7780971,MT,MT,Tumor,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-606,SRR7780867,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-606,SRR7780866,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-613,SRR7780865,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-613,SRR7780864,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-615,SRR7780871,MT,MT,Normal,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-615,SRR7780870,MT,MT,Tumor,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-63,SRR7780761,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-63,SRR7780760,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-630,SRR7780869,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-630,SRR7780868,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-632,SRR7780859,MT,MT,Normal,MT CUK,King Charles Spaniel,Frozen,PRJNA489159
CMT-632,SRR7780858,MT,MT,Tumor,MT CUK,King Charles Spaniel,Frozen,PRJNA489159
CMT-634,SRR7780751,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-634,SRR7780821,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-638,SRR7780753,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-638,SRR7780754,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-642,SRR7780747,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-642,SRR7780748,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-644,SRR7780749,MT,MT,Normal,MT CUK,Schnauzer,Frozen,PRJNA489159
CMT-644,SRR7780750,MT,MT,Tumor,MT CUK,Schnauzer,Frozen,PRJNA489159
CMT-651,SRR7780806,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-651,SRR7780808,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-652,SRR7781104,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-652,SRR7781103,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-659,SRR7781106,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-659,SRR7781105,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-660,SRR7781108,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-660,SRR7781107,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-667,SRR7781110,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-667,SRR7781109,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-678,SRR7781102,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-678,SRR7781101,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-685,SRR7781012,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-685,SRR7781013,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-686,SRR7781010,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-686,SRR7781011,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-690,SRR7781017,MT,MT,Normal,MT CUK,Bichon Frise,Frozen,PRJNA489159
CMT-690,SRR7781014,MT,MT,Tumor,MT CUK,Bichon Frise,Frozen,PRJNA489159
CMT-695,SRR7781015,MT,MT,Normal,MT CUK,Poodle,Frozen,PRJNA489159
CMT-695,SRR7780842,MT,MT,Tumor,MT CUK,Poodle,Frozen,PRJNA489159
CMT-70,SRR7780759,MT,MT,Normal,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-70,SRR7780758,MT,MT,Tumor,MT CUK,Pomeranian,Frozen,PRJNA489159
CMT-711,SRR7781005,MT,MT,Normal,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-711,SRR7780907,MT,MT,Tumor,MT CUK,Yorkshire Terrier,Frozen,PRJNA489159
CMT-719,SRR7780906,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-719,SRR7780905,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-72,SRR7780765,MT,MT,Normal,MT CUK,Mixed,Frozen,PRJNA489159
CMT-72,SRR7780764,MT,MT,Tumor,MT CUK,Mixed,Frozen,PRJNA489159
CMT-724,SRR7780958,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-724,SRR7780903,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-725,SRR7780902,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-725,SRR7780901,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-730,SRR7780900,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-730,SRR7780899,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-737,SRR7780898,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-737,SRR7780796,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-74,SRR7780763,MT,MT,Normal,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-74,SRR7780762,MT,MT,Tumor,MT CUK,Shih Tzu,Frozen,PRJNA489159
CMT-756,SRR7780799,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-756,SRR7780800,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-77,SRR7780757,MT,MT,Normal,MT CUK,Beagle,Frozen,PRJNA489159
CMT-77,SRR7780756,MT,MT,Tumor,MT CUK,Beagle,Frozen,PRJNA489159
CMT-774,SRR7780802,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-774,SRR7780803,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-776,SRR7780804,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-776,SRR7780805,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-78,SRR7780876,MT,MT,Normal,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-78,SRR7780877,MT,MT,Tumor,MT CUK,Cocker Spaniel,Frozen,PRJNA489159
CMT-785,SRR7780807,MT,MT,Normal,MT CUK,Old English Sheepdog,Frozen,PRJNA489159
CMT-785,SRR7780755,MT,MT,Tumor,MT CUK,Old English Sheepdog,Frozen,PRJNA489159
CMT-8,SRR7780918,MT,MT,Normal,MT CUK,Chihuahua,Frozen,PRJNA489159
CMT-8,SRR7780919,MT,MT,Tumor,MT CUK,Chihuahua,Frozen,PRJNA489159
CMT-84,SRR7780878,MT,MT,Normal,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-84,SRR7780879,MT,MT,Tumor,MT CUK,No breed provided,Frozen,PRJNA489159
CMT-9,SRR7780920,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-9,SRR7780921,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-91,SRR7780872,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-91,SRR7780873,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-92,SRR7780874,MT,MT,Normal,MT CUK,Schnauzer,Frozen,PRJNA489159
CMT-92,SRR7780875,MT,MT,Tumor,MT CUK,Schnauzer,Frozen,PRJNA489159
CMT-93,SRR7780880,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-93,SRR7780881,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-97,SRR7780972,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-97,SRR7780975,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
CMT-99,SRR7780974,MT,MT,Normal,MT CUK,Maltese,Frozen,PRJNA489159
CMT-99,SRR7780977,MT,MT,Tumor,MT CUK,Maltese,Frozen,PRJNA489159
ColWym,SAMN03436669,OSA,OSA,Normal,OSA BI,Greyhound,Frozen,PRJNA247493
ColWym,SAMN03732753,OSA,OSA,Tumor,OSA BI,Greyhound,Frozen,PRJNA247493
DD0001,ERR1681499-ERR1681454,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0001,ERR1681500-ERR1681455,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0002,ERR1681456-ERR1681501,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0002,ERR1681457-ERR1681502,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0002-1,ERR1681458-ERR1681503,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0005,ERR1681462-ERR1681507,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0005,ERR1681463-ERR1681508,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0005-1,ERR1681464-ERR1681509,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0006,ERR1681465-ERR1681510,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0006,ERR1681466-ERR1681511,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0006-1,ERR1681467-ERR1681512,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0007,ERR2396468-ERR2496954,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0007,ERR2396469-ERR2496955,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0008,ERR2396466-ERR2496952,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0008,ERR2396467-ERR2496953,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0010,ERR2436319-ERR2496966,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0010,ERR2436320-ERR2496967,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0012,ERR2436317-ERR2496964,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0012,ERR2436318-ERR2496965,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0013,ERR1681437-ERR1681482,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0013,ERR1681438-ERR1681483,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0014,ERR1681471-ERR1681516,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0014,ERR1681472-ERR1681517,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0014-1,ERR1681473-ERR1681518,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0015,ERR2436315-ERR2496962,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0015,ERR2436316-ERR2496963,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0016,ERR1681439-ERR1681484,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0016,ERR1681440-ERR1681485,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0041,ERR1681435-ERR1681480,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0041,ERR1681436-ERR1681481,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0042,ERR1681474-ERR1681519,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0042,ERR1681475-ERR1681520,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0042-1,ERR1681476-ERR1681521,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0042-2,ERR1681477-ERR1681522,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0044,ERR1672129-ERR1672216,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0044,ERR1672130-ERR1672217,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0045,ERR1681442-ERR1681487,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0045,ERR1681443-ERR1681488,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0046,ERR1672131-ERR1672218,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0046,ERR1672132-ERR1672219,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0047,ERR1672133-ERR1672220,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0047,ERR1672134-ERR1672221,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0048,ERR1681444-ERR1681489,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0048,ERR1681445-ERR1681490,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0049,ERR1672135-ERR1672222,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0049,ERR1672136-ERR1672223,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0050,ERR1672137-ERR1672224,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0050,ERR1672138-ERR1672225,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0051,ERR1672139-ERR1672226,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0051,ERR1672140-ERR1672227,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0052,ERR1672141-ERR1672228,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0052,ERR1672142-ERR1672229,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0053,ERR1672143-ERR1672230,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0053,ERR1672144-ERR1672231,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0054,ERR1681446-ERR1681491,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0054,ERR1681447-ERR1681492,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0055,ERR1672145-ERR1672232,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0055,ERR1672146-ERR1672233,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0056,ERR1672147-ERR1672234,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0056,ERR1672148-ERR1672235,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0057,ERR1672149-ERR1672236,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0057,ERR1672150-ERR1672237,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0058,ERR1672151-ERR1672238,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0058,ERR1672152-ERR1672239,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
DD0059,ERR1672153-ERR1672240,OM,OM,Normal,OM SC,No breed provided,FFPE,PRJEB12081
DD0059,ERR1672154-ERR1672241,OM,OM,Tumor,OM SC,No breed provided,FFPE,PRJEB12081
